"0","1","2","3","4"
0.719215322349464,0.6451875422447654,2.0,2.0,1.0
0.12162970027789789,0.1655899883766242,0.0,2.0,2.0
-2.712878006202215,-3.2513640896379545,0.0,2.0,2.0
-0.3993038829583722,-0.47919979332376905,0.0,2.0,1.0
-1.9517647042782666,-1.647205313755875,0.0,2.0,1.0
-0.3102110755121411,-0.16970736747390777,2.0,2.0,2.0
-0.6815653086911115,-0.7785520346628738,2.0,1.0,2.0
0.9184767303638175,1.4955843020069706,1.0,1.0,1.0
-0.9020623276820203,-0.9821805912850675,1.0,2.0,1.0
1.6835809468321221,1.654775340251183,2.0,2.0,2.0
-0.5763349648964416,-0.39938626904447644,1.0,2.0,1.0
-1.034724876367225,-0.8744464167407585,1.0,1.0,2.0
1.6520500952350226,1.5312029977086266,2.0,2.0,2.0
0.9496312758174973,0.8057605518158006,1.0,0.0,0.0
-0.9025570048457063,-0.7512859147543084,1.0,1.0,2.0
-0.9320977926466134,-1.20351711123233,2.0,1.0,1.0
0.41936567697615945,0.7199865657923982,2.0,2.0,1.0
2.420485387162031,2.3121009929177814,1.0,2.0,2.0
-0.41505003545567043,-0.5115036691347509,1.0,1.0,2.0
0.5003219181381425,0.5217039665050834,1.0,1.0,2.0
1.4336595393732456,1.4775431233724603,1.0,2.0,2.0
0.2732882119744261,-0.03177242740914274,0.0,1.0,1.0
0.756918032749346,0.6454934078389711,0.0,2.0,1.0
0.17694281591764133,0.009688267072478607,0.0,2.0,2.0
0.09648919100654908,0.3685957014524629,1.0,2.0,2.0
-0.42779840067149066,-0.20576273974520282,0.0,2.0,1.0
-0.09520039300993657,-0.0056057649029020995,1.0,1.0,2.0
0.8824172206380684,1.0944196558719308,2.0,1.0,1.0
-0.6690410913073355,-0.8643259215378342,1.0,2.0,1.0
-1.8293065555141668,-1.9846830289275808,2.0,0.0,0.0
1.0137812151374337,0.6189506923276846,2.0,0.0,0.0
-0.6973098660613646,-1.1746222547330643,1.0,2.0,1.0
-0.931892822038113,-0.9718671794209458,0.0,1.0,2.0
0.21530213155372294,-0.2586079064200731,1.0,1.0,1.0
-1.0906399187883962,-1.2422452280514409,2.0,2.0,2.0
-0.1818405635730122,-0.13584046996736646,0.0,2.0,2.0
0.9429211326871081,0.9593594360955378,2.0,2.0,2.0
1.094463273444883,0.6537353253916597,0.0,1.0,2.0
-0.8641447899783965,-0.8501648627925683,1.0,1.0,1.0
-0.3095498653357322,-0.05546736686838899,1.0,1.0,2.0
1.6403526892054714,1.2831755443271797,2.0,1.0,1.0
1.3170800160080898,1.2681808266577699,0.0,2.0,2.0
1.6767757840778221,1.5459852597377177,2.0,2.0,2.0
1.8491492277957267,2.12335778938223,0.0,2.0,1.0
-0.4997492876925275,-0.7214716129702468,0.0,2.0,1.0
-0.9434832266102101,-1.2932209476855017,2.0,1.0,2.0
-0.5953683545734128,-0.044194986467703146,0.0,2.0,1.0
1.4916241265667112,1.6573572219057597,1.0,0.0,0.0
-0.7841720993014331,-0.9011815769044889,0.0,2.0,2.0
0.004245156947135814,-0.046664202624334766,0.0,0.0,0.0
1.8178508602492538,1.6006713841004043,2.0,1.0,1.0
-1.2231775610176556,-1.0550189492066213,1.0,2.0,2.0
0.49427838147175057,0.40157255276418113,0.0,1.0,1.0
0.16873429186303024,0.048343974470236195,2.0,0.0,0.0
0.05046025470354781,0.04651676624543953,0.0,2.0,2.0
0.15391172198257372,-0.5164014643483036,0.0,2.0,2.0
-2.9240509588565526,-2.802728167442205,2.0,1.0,2.0
-0.3525483715824878,-0.5530537434485311,1.0,1.0,1.0
0.5867898361458552,0.5424835754748575,2.0,2.0,2.0
-0.28959626741412753,-0.293615230379873,2.0,2.0,1.0
1.0894794769949876,1.4062285227260394,0.0,2.0,2.0
-0.7728809722618271,-0.7234908031579041,0.0,2.0,2.0
2.390695978857914,1.936914358628977,0.0,2.0,1.0
0.2475614530354911,0.3780000989331396,1.0,2.0,2.0
1.4942011210801944,1.748521265267403,2.0,1.0,1.0
-0.4100260337270221,0.07020905052472864,1.0,0.0,0.0
0.1361760967902834,0.0933613572256611,0.0,1.0,1.0
-0.2858190754342326,-0.14048660749430733,1.0,1.0,2.0
-1.263181018643673,-1.0618308223651058,2.0,1.0,2.0
2.0052844761035606,2.0054166646041276,0.0,1.0,1.0
0.6150964925500626,0.8555013218520738,1.0,2.0,2.0
-0.18330649353411602,-0.39871752031102614,0.0,2.0,1.0
-1.484791121082786,-1.6529443384231435,0.0,1.0,1.0
-0.02206426331332742,0.6639937335278574,1.0,2.0,1.0
0.8793152419955341,1.070827878286252,2.0,2.0,2.0
0.20498657052185257,-0.24135550075505643,0.0,1.0,1.0
0.4345785943408701,0.4717910707582939,2.0,1.0,1.0
-1.0155064495412183,-0.8985162156293148,1.0,2.0,2.0
-1.3554804641358216,-1.3313085689221573,2.0,1.0,1.0
2.1171889611110597,1.5748087128933952,2.0,2.0,2.0
-0.0045486151457475865,-0.08249523086489575,2.0,1.0,1.0
0.435981801464948,0.40908694059495826,1.0,0.0,0.0
-0.48220571547685664,-0.22335510242883425,1.0,2.0,1.0
0.5660754800984618,0.5953561861714136,1.0,0.0,0.0
-0.2907760202270455,-0.15688354181902534,0.0,0.0,0.0
-0.26094942416705236,-0.6598034988547398,0.0,1.0,2.0
-0.8130736519923819,-1.1611552089597887,0.0,1.0,1.0
-0.612692367384114,-0.6495613721556063,1.0,0.0,0.0
0.8924498771829069,1.2665235417630671,1.0,2.0,2.0
-0.3465473847293048,-0.4261875647545367,0.0,2.0,1.0
-1.7815638868256418,-1.2074731562310896,2.0,0.0,0.0
-1.32383114371993,-0.9585926701780818,1.0,2.0,2.0
2.68458432461214,2.922873410813496,1.0,2.0,1.0
0.10750874511547259,0.10351933086786254,0.0,2.0,1.0
-0.30731629169202224,-0.023053294995486667,1.0,2.0,2.0
-0.49342814760417264,0.042846346523457646,2.0,2.0,2.0
-1.3186729221710771,-1.2056237992111747,0.0,1.0,2.0
0.8648917041703291,0.7006956296531348,1.0,2.0,2.0
1.2692284132686698,1.0845463099535704,1.0,2.0,2.0
-0.16567205916370295,0.20787308602896265,1.0,2.0,2.0
-0.2753602739721511,-0.4734271708842535,1.0,0.0,0.0
-0.4943479700403191,-0.5960606828407842,2.0,2.0,1.0
0.924541933444698,1.208468046187161,0.0,1.0,2.0
0.0965834800010787,-0.047469795079205006,0.0,1.0,2.0
1.4944688607221173,1.6002547780157517,1.0,2.0,2.0
1.1011492015051183,1.1177608403431931,0.0,0.0,0.0
-0.09244084838721289,-0.07758925854383036,0.0,2.0,1.0
-1.4516565658261198,-1.4304161859313935,0.0,1.0,2.0
-0.12147535481248749,-0.08947378751186112,2.0,1.0,1.0
2.455181783240249,2.050249255793384,2.0,1.0,2.0
-0.6009219524861942,-0.44993830332122686,1.0,0.0,0.0
-0.08081337808675779,-0.011345187666461615,2.0,2.0,2.0
0.2540735407627604,-0.006789101180042223,2.0,1.0,2.0
-0.06840742320615374,0.2212521031306281,0.0,1.0,1.0
-0.35747104502040555,0.016049902876493362,0.0,0.0,0.0
-0.5252452413680545,-0.7343801630929886,0.0,1.0,1.0
-1.1006873429257826,-0.8019909876416385,0.0,2.0,1.0
1.646940949365569,1.9497159318151454,2.0,2.0,1.0
-0.6451840368156576,-0.3723585280054091,0.0,2.0,1.0
