"0","1","2","3","4","5"
-0.24404554554427924,"3.0","0.0",0.39278845733174195,0.46152314609793077,0.6757342911399732
1.5995071324252892,"3.0","1.0",-0.8646574294476544,-1.7408580019303013,-0.8409312946260806
-0.6778330925705534,"0.0","3.0",-0.7837720797926218,-0.7142477058966032,-0.16427759705574202
-0.46326725518018025,"1.0","0.0",-1.2417906481383612,-0.8516696445211265,-1.1137198015119647
0.21065042979675516,"0.0","1.0",-0.9973537050583386,-1.9869682610910622,-0.9360466093122003
0.8483061291672117,"3.0","1.0",-0.15084245707062655,0.0550657412488234,0.2096132216335492
2.2192382136681017,"1.0","1.0",1.7150802564340073,1.7773995311219823,1.9193131958104592
1.6780777733426135,"1.0","1.0",-1.8909025655005094,-1.9683670612895732,-1.793518768021509
-1.1980494611247385,"2.0","1.0",-1.5571867369858965,-1.1513856188041804,-1.241822116354525
-1.0427424805029553,"0.0","2.0",-1.0852922545096462,-1.6411747409987385,-1.932651642848092
2.8127646708630403,"0.0","1.0",0.30896085015537217,0.27095869395264005,1.1419034674795006
-0.42297946654924934,"1.0","0.0",-1.3818417820816484,-1.782644101583529,-2.19760814797554
-0.5230097874974247,"3.0","2.0",0.09693235202898318,-0.17800344110109634,0.008927072461972135
-1.8078183045069054,"2.0","1.0",0.5540456170336236,0.29065614682568675,0.6153937202834617
0.6031796638545168,"3.0","3.0",0.3475804513578603,0.5954067327946545,-0.11889119273145299
-1.8026491647856373,"1.0","1.0",-0.7800165793985744,-0.7083615317498642,-1.282470725560903
-0.8438058809145501,"0.0","0.0",0.35128025377127414,0.19687761572591855,-0.14648660619853177
1.072926482970334,"2.0","1.0",0.7118132170678707,-0.05711427749434933,0.5688676590256585
0.7761610796029761,"1.0","0.0",0.2739928985279752,0.3395337679735563,0.5106331244396759
-1.5054312238352634,"3.0","0.0",0.44363903796999093,0.22114960520182336,0.6166420275589898
-1.0186657285225604,"2.0","0.0",0.5316645098736164,-0.08630292469243711,-0.5881413640545319
1.0904296099204456,"0.0","3.0",0.031505584702171546,0.7077782377202759,0.1808069644907004
-0.15613640490450584,"2.0","3.0",2.37331134617441,3.3903911077819866,3.235024061051919
