"0","1","2","3","4","5","6","7","8","9","10","11"
-3.089409905555031,-0.2646019318160675,-2.154472539062272,-2.6209373436344094,-2.0903873022047605,"1.0","1.0","1.0","0.0",-0.6861974726314634,"1.0","0.0"
0.2378841837469198,-0.0569488557396039,0.4328723576895429,0.3079827953064564,0.29122912421045755,"1.0","1.0","1.0","1.0",-0.3645593077051954,"2.0","2.0"
0.9275393267528177,3.0755565042717743,1.2266319391665235,0.7354503786734177,0.5075178136872224,"2.0","0.0","1.0","1.0",3.3021054923426654,"0.0","1.0"
-1.0036167586405018,0.7207928040526654,-1.4410462849759211,-0.7647253270695502,-1.7499982569325057,"2.0","1.0","1.0","0.0",0.38134188920261824,"0.0","0.0"
0.9745854349879197,-1.125868492075807,0.32155242282340163,0.19615241338860173,-0.08287730517042152,"2.0","0.0","1.0","1.0",-1.1981177654957353,"1.0","1.0"
-0.29308731707639957,0.5753148076341423,-0.18801582650656912,0.44355528532448973,0.4216925926253666,"0.0","2.0","0.0","0.0",0.5782784614486605,"2.0","1.0"
-0.16422766679520134,-0.2045818265154237,0.04191553381015614,-0.19024902768490531,-0.35136928862530503,"1.0","1.0","2.0","2.0",0.7409019641651166,"1.0","0.0"
0.17918992158522073,2.423236715193072,0.03850943481538295,-0.027468350427174673,0.1239081796642088,"1.0","1.0","2.0","1.0",1.9571737239026823,"0.0","1.0"
0.5300945342833878,-0.7602502760823053,1.329282380119914,0.521293507536528,0.957308373834566,"1.0","2.0","2.0","2.0",-1.2735762842061027,"2.0","0.0"
0.6202353413037033,2.3493551628101086,0.05171389993416095,0.06620735432033736,0.5213306727380389,"1.0","1.0","2.0","0.0",2.2730572067204964,"2.0","2.0"
-2.3362119520765203,1.8554435771223332,-3.396129703939219,-2.83973827444652,-2.0676760262693143,"0.0","2.0","2.0","1.0",2.126010196291019,"0.0","0.0"
-0.7930616845939616,0.3237274215474173,-0.3312264951966743,-0.9611470167724587,-0.502178973411579,"2.0","1.0","2.0","1.0",0.7441462436173449,"1.0","0.0"
1.2868249072217914,0.373241989530455,1.1633121845512762,0.5706670879168237,1.7628728901766486,"1.0","0.0","0.0","1.0",0.7323410981318926,"1.0","0.0"
0.3243758302681222,-0.39206811804280894,0.34597643666049294,-0.28511555253037546,0.7109886826207739,"2.0","2.0","0.0","2.0",-1.3469665053621591,"1.0","2.0"
-0.7295202156603413,-0.4902829765839326,-0.04166276808409486,-0.5830332227775107,-0.51149968311917,"1.0","0.0","1.0","0.0",-0.633555790130762,"2.0","2.0"
0.11623397148221712,-1.0186004124715136,0.8036267715877272,0.036846725847628214,0.1641787550823164,"0.0","2.0","0.0","0.0",-0.8051717292096834,"1.0","2.0"
0.9740210289301794,-1.5461236848662367,0.22755648733642408,0.9382798441821132,1.2897376079397516,"2.0","0.0","0.0","0.0",-1.4651403483199494,"1.0","1.0"
0.5118698192405571,-1.3474911408557158,0.19753304139479116,-0.18266945490635972,-0.17302628810438475,"1.0","1.0","1.0","0.0",-1.6763714513713988,"2.0","0.0"
-0.4866922792917366,1.478602914002353,-0.357501235923098,0.014324084672868997,-0.1886641177418118,"2.0","2.0","0.0","0.0",1.065740167423773,"2.0","0.0"
-0.5819512512321829,0.8191632484623848,-0.18430824821603142,-0.8013118330427277,0.43912898053065885,"0.0","0.0","2.0","2.0",1.1809179300642922,"1.0","1.0"
-0.4502804914307851,0.9241997096696254,-0.34209175256240526,-0.4973599493884855,-0.11016625503045863,"0.0","2.0","1.0","0.0",1.202545821303693,"0.0","1.0"
-1.0528653745936831,-0.583341420748059,-1.1280101336335362,-1.646528435468535,-1.0504487195685328,"0.0","2.0","1.0","1.0",-0.9694774053300633,"2.0","0.0"
-2.819909641214873,0.042554180934730484,-2.6392603571565645,-2.7041165573693933,-1.9651100849798917,"1.0","0.0","1.0","0.0",0.05278384175087544,"2.0","2.0"
-0.6571849748665235,0.4329427089140628,-0.6255326985431927,-0.8927539545602806,-0.40306209552127464,"0.0","2.0","2.0","0.0",1.2034738707302253,"1.0","2.0"
-1.862549574776788,-0.17338103537109412,-1.5049063241642833,-1.6574221507118654,-1.997265251558156,"0.0","0.0","1.0","0.0",-0.020365846272321738,"0.0","0.0"
1.1407980353406848,-1.9984193306378168,1.5981926517099359,1.7444415794111503,1.9776986496685403,"1.0","1.0","1.0","0.0",-2.313274388650585,"0.0","2.0"
-0.684802210255024,-0.37162465134932,-0.909092137621155,-0.5885541095029805,-0.845848262939579,"1.0","1.0","1.0","1.0",-0.8440564950523118,"1.0","1.0"
1.0490761427004618,-0.4075620799472218,0.26647224810935344,0.5963726866363291,0.8999261383376643,"1.0","2.0","2.0","2.0",0.7363059598806752,"0.0","2.0"
0.4597366099835659,-1.6156492761546064,0.20063270402432143,0.17491610535888943,0.20527073691530368,"1.0","0.0","0.0","1.0",-1.30668256005204,"0.0","2.0"
0.16819489708704516,-0.34512068964450937,-0.06448444812169117,-0.32368483504234874,0.2797399718150748,"1.0","1.0","0.0","1.0",-0.04050614077522406,"1.0","2.0"
0.5954665898518317,-0.19703523432409967,0.3888735771232006,0.6866823220650282,1.2221495248206335,"1.0","1.0","0.0","2.0",0.4520685874467501,"1.0","2.0"
0.006607819136562387,-0.4484801424078877,-0.357320469352313,-0.7744549486891329,-0.7731670105266402,"0.0","1.0","1.0","1.0",-0.04989453846996196,"2.0","2.0"
-0.7513309002138846,2.0526376740482943,-0.5387197952961014,-0.9610513140968474,-1.2011880040856,"2.0","0.0","1.0","2.0",2.7385969211658496,"1.0","0.0"
0.9708622783659699,-0.8123534246444942,0.7371838432243829,0.8321958645638228,0.24326665394653213,"2.0","1.0","0.0","2.0",-0.8655674328959945,"1.0","2.0"
-1.2939628364503952,0.17614985323593982,-0.7793597355035742,-0.5825944716084164,-0.382144365943903,"1.0","1.0","0.0","1.0",0.19656994045081505,"2.0","1.0"
1.2052638294948412,-0.0216170298706063,1.2126112890214715,1.3012667200384032,1.4535323629070414,"2.0","1.0","0.0","1.0",0.2321204962702924,"2.0","1.0"
0.9271355773797625,0.6013179258598624,0.7612236087974498,0.7929987121950839,0.892782224479889,"2.0","0.0","2.0","1.0",0.8062999696156232,"2.0","1.0"
-1.2934199917223355,0.08415294101893556,-1.2942819126629,-0.9590147262043929,-1.368955510892402,"1.0","0.0","1.0","2.0",0.0019632435193973063,"0.0","1.0"
0.32031861640725967,1.6725758086839364,-0.519233826657439,-0.40278732372727655,0.4026257849347641,"2.0","1.0","0.0","0.0",1.9974212519845747,"1.0","0.0"
0.5673361981787097,-0.773397946326513,1.0235871826882734,0.5663570911114031,1.2073240092262985,"2.0","1.0","2.0","2.0",-0.47556172907083605,"2.0","1.0"
0.27616839722662134,0.013744644636535353,1.0415663063256404,0.5017726814734931,0.491755268710691,"1.0","0.0","0.0","0.0",-1.4445915459243812,"2.0","0.0"
