"0","1","2","3","4","5"
1.5598346040282116,"0.0","2.0",-0.0967644459637464,0.1095180177640363,0.631194040224489
0.5120593004923182,"1.0","1.0",0.849538959425301,0.8269044196113008,-2.6450347253471795
-2.6009884167462856,"3.0","1.0",-0.8126270391500638,0.15042839888833476,-0.9506482026228804
1.1822154922560855,"3.0","0.0",1.885682351603651,4.087656333248368,2.1668091452956806
1.1970599383917366,"2.0","1.0",0.8969554475625592,0.6046764575815486,-0.1973957800279573
1.8425017295539943,"3.0","0.0",0.7966483183618072,1.0219060279927825,-1.1247235392636714
-2.3714208275331443,"2.0","1.0",-2.1126078057335302,-0.28345311384591765,-0.792831074635444
0.8108391004971416,"0.0","2.0",2.5284919943678656,-0.010501769403327477,0.29861120144391873
0.11801487747157613,"3.0","3.0",-2.8680442491976326,-2.342791138545509,-1.3576088203593955
-0.562884978149158,"0.0","1.0",0.7866587686299331,0.0724965507552553,2.618700611562815
-0.7898898650266102,"0.0","2.0",-0.14238511260060593,2.5461505819733046,-0.30952311031520807
0.06052063553203102,"3.0","0.0",-2.478669382616652,-2.3941134064758396,-1.9448043613085852
1.349079105304306,"3.0","2.0",0.28037794665599935,0.8751023074276779,0.14437143953227422
-0.9327636251432825,"0.0","2.0",4.246181500151689,1.23739490198491,3.9559271719897025
0.139906520560381,"3.0","2.0",-0.11354912276537321,-0.5882401755220048,0.2562422588214073
-1.837586266232765,"1.0","2.0",-0.013755032960162311,-1.6574550775534818,-0.010640129510764318
1.8690947681202015,"0.0","0.0",0.5105478755214663,-1.1813503725497099,0.40123418522703064
0.26483239393217217,"3.0","0.0",-3.8181456685228685,-2.909570051626159,-3.983080051412334
0.11933801445552716,"1.0","0.0",-0.8209954402670053,-0.09804515242361844,1.398445947043715
0.8253711027461266,"0.0","0.0",0.13769750455583674,-0.6741772299774442,1.2433000406342907
-0.1899244711632093,"1.0","2.0",3.093716212160523,0.23181077533210104,2.3834063030745556
-3.2583697339842126,"2.0","2.0",-0.5313930992869762,1.725451420927587,1.2809304803746284
-0.8954431500582685,"1.0","0.0",-1.1144975957815022,-0.5898217628380912,0.4161803477981225
-1.2538844367225428,"3.0","3.0",-1.0282984157786728,-1.3261856104332912,0.4049403342198963
0.18117190626155555,"3.0","1.0",0.8455919685942084,1.7115283914989594,1.2506361056520978
-2.137754323561097,"1.0","2.0",1.8100484487637227,0.3517276953648767,1.8970723214556053
0.81065350962009,"3.0","1.0",0.8408922497122179,-1.0975951061747817,0.8429912779466613
-2.8508881481975425,"1.0","1.0",0.9763333395689366,1.9022314314173328,0.49716894147733093
-1.1039400699529789,"3.0","3.0",-1.965259421890738,-1.834960209875051,-0.6920450017791235
-0.9669150601539708,"0.0","3.0",0.6746568227495314,1.2857717044123633,0.5474000943534801
1.5418703597802994,"0.0","1.0",0.7722699477828212,0.34374066832086614,-0.25860999083364833
0.30384391713062237,"3.0","0.0",-3.4594752214313367,0.4477974784945622,-0.8587616787339495
-0.32052334039045394,"3.0","1.0",-0.7734459722511041,-2.8804884862305835,-0.3546704922927879
0.9916860856600016,"3.0","0.0",1.1554213570187426,0.8841531539137442,2.5272852650802196
-2.6703083440205804,"1.0","2.0",0.1476131768590223,-0.46230199010796613,-0.4884842724350942
-0.1825854310662189,"2.0","0.0",1.809270065613155,1.721957618817377,0.7518513048287779
-0.8413863658233877,"2.0","3.0",1.8795133747373467,0.26727616870236703,1.2604614528139393
1.479297359710177,"2.0","3.0",0.6222937685975861,-0.17116550330943248,1.646897587453033
1.7099743138104406,"0.0","2.0",-1.7020615863130006,0.26752490442819554,-0.7505457292152362
1.304018701696156,"3.0","1.0",-1.2237175790024482,0.590168059634287,1.027538522264934
-1.8135303483909255,"2.0","3.0",0.6021221154501395,-0.3953618066135257,-0.8151677060062532
0.2018050321327411,"2.0","3.0",-1.3413802701760038,-1.0792611608932032,0.4024658571793568
0.31825846546987224,"2.0","1.0",-3.115146176682587,-3.075724025988582,-2.740140778100458
0.874002324460194,"3.0","0.0",-0.08346800599026266,0.8327535188146142,-1.6916049885073778
0.017825227256470955,"2.0","0.0",-1.1745360907007345,-1.1350373993436116,-2.418032552940131
1.0366777633036666,"1.0","3.0",1.5492887809787685,1.5822339778587033,2.881092088736948
